0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,15,0,1,4,3,11,685,37,45,75,316,181,61
15,0,35,0,1,1,1,14,357,54,47,112,202,127,23
14,0,82,1,1,7,7,30,736,125,145,185,470,260,33
13,1,41,1,2,5,18,62,1267,244,383,343,775,361,82
12,0,67,3,14,4,15,70,1742,269,602,368,1227,485,87
11,3,109,0,13,3,28,70,766,531,796,1501,1639,801,120
10,1,121,2,2,3,98,97,207,1389,582,2307,3189,704,190
9,0,58,1,3,0,114,180,76,1857,1198,3337,4475,940,312
8,0,0,2,3,0,10,164,133,1663,1517,3508,4322,1470,375
7,1,0,0,1,1,6,56,116,1923,1399,4011,4913,1416,328
6,2,2,2,7,2,15,12,134,801,1219,4957,5312,1367,347
5,2,0,1,16,1,32,8,113,434,1223,5520,6955,1700,529
4,1,1,0,4,0,0,5,41,543,1218,7135,6040,1150,577
3,4,2,2,1,0,11,42,42,261,1434,8940,7569,1378,1173
2,2,0,0,2,0,7,94,19,340,605,7686,8021,1361,1347
1,6,0,0,0,0,883,119,6,256,760,9714,9110,1689,1599
0,15,0,0,0,26,1564,314,8,292,750,9530,6676,2279,1947
