0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,610,6556,329,30343,5007,18908,1272,5883,7,1517,505,1610,804,382
15,112,2474,67,1360,4241,10061,697,4850,40,1233,373,1418,536,194
14,373,5535,37,3750,7473,18368,492,7731,15,2022,826,2210,464,317
13,603,10800,2,7639,13638,31252,1860,12910,30,4399,1811,3742,727,620
12,253,8475,3,5938,8606,24158,4758,13470,95,6397,1957,4681,1226,799
11,129,6158,75,8964,7667,28100,4528,16469,127,8676,577,5264,1432,988
10,77,6678,917,9650,7823,28887,4207,17220,40,13593,112,3682,1320,1163
9,103,5931,1047,10718,7434,32627,4656,22895,55,17412,49,3258,1947,1296
8,118,6287,863,9402,7484,38615,6299,27641,207,15473,87,3201,1692,1466
7,68,7462,929,8045,9333,39252,5344,28750,268,11485,112,3602,1568,1723
6,88,5269,669,6726,10367,42099,4865,30481,65,10245,90,3034,1271,1761
5,62,3671,439,4424,6914,27925,3239,20236,44,6418,60,2317,857,1218
4,42,2172,268,2751,4264,17239,1977,12375,26,3865,37,1516,527,766
3,34,2082,230,2370,3646,14649,1665,10544,22,2857,32,1473,444,641
2,69,4107,457,4848,7320,29334,3243,20907,45,6100,63,3472,855,1290
1,54,3453,390,4233,6233,24981,2665,17632,36,4958,50,3155,681,1096
0,74,5063,569,6264,9073,36658,3825,25927,53,7398,71,5379,993,1634
